src_ip,unq_dst_ip,allow,drop,frequency,pkts_sent,pkts_received,bytesin,bytesout,unq_dst_port,timestamp
229.46.205.74,0,0,0,0,0,0,0,0,0,2022-06-17 13:00:00
46.39.79.251,2,14,0,14,123,88,16032,61132,2,2022-06-17 14:00:00
187.44.158.33,4,17,3,20,49,21,4107,1934,2,2022-06-17 14:00:00
229.46.205.74,0,0,0,0,0,0,0,0,0,2022-06-17 14:00:00
229.46.205.74,0,0,0,0,0,0,0,0,0,2022-06-17 15:00:00
46.39.79.251,2,4,0,4,23,17,2833,7418,2,2022-06-17 15:00:00
187.44.158.33,5,24,7,31,111,55,12177,8705,3,2022-06-17 15:00:00
229.46.205.74,0,0,0,0,0,0,0,0,0,2022-06-17 16:00:00
187.44.158.33,6,23,10,33,122,82,21038,55918,4,2022-06-17 16:00:00
46.39.79.251,2,6,2,8,53,39,8123,17206,1,2022-06-17 16:00:00
229.46.205.74,0,0,0,0,0,0,0,0,0,2022-06-17 17:00:00
46.39.79.251,2,4,0,4,23,18,2833,7484,2,2022-06-17 17:00:00
187.44.158.33,3,21,3,24,67,19,5431,1770,2,2022-06-17 17:00:00
229.46.205.74,0,0,0,0,0,0,0,0,0,2022-06-17 18:00:00
187.44.158.33,4,24,7,31,84,44,7288,4100,2,2022-06-17 18:00:00
46.39.79.251,3,18,1,19,163,127,24164,80933,2,2022-06-17 18:00:00
229.46.205.74,0,0,0,0,0,0,0,0,0,2022-06-20 08:00:00
46.39.79.251,3,17,1,18,160,116,21158,74474,2,2022-06-20 08:00:00
187.44.158.33,4,24,6,30,77,38,6557,3540,2,2022-06-20 08:00:00
46.39.79.251,2,3,0,3,22,16,2743,7328,2,2022-06-20 09:00:00
229.46.205.74,0,0,0,0,0,0,0,0,0,2022-06-20 09:00:00
187.44.158.33,4,15,3,18,51,20,4555,1844,2,2022-06-20 09:00:00
187.44.158.33,3,18,4,22,66,24,5783,2240,1,2022-06-20 10:00:00
46.39.79.251,3,8,2,10,55,41,8257,17383,2,2022-06-20 10:00:00
229.46.205.74,0,0,0,0,0,0,0,0,0,2022-06-20 10:00:00
187.44.158.33,4,22,8,30,94,50,8940,4666,2,2022-06-20 11:00:00
46.39.79.251,2,15,0,15,144,102,18691,69623,2,2022-06-20 11:00:00
229.46.205.74,0,0,0,0,0,0,0,0,0,2022-06-20 11:00:00
46.39.79.251,2,4,0,4,23,17,2833,7418,2,2022-06-20 12:00:00
187.44.158.33,8,26,5,31,84,32,7479,2980,2,2022-06-20 12:00:00
229.46.205.74,0,0,0,0,0,0,0,0,0,2022-06-20 12:00:00
229.46.205.74,0,0,0,0,0,0,0,0,0,2022-06-20 13:00:00
46.39.79.251,2,4,0,4,23,17,2833,7418,2,2022-06-20 13:00:00
187.44.158.33,5,25,7,32,135,86,22122,56435,3,2022-06-20 13:00:00
46.39.79.251,2,4,0,4,23,17,2833,7418,2,2022-06-20 14:00:00
229.46.205.74,0,0,0,0,0,0,0,0,0,2022-06-20 14:00:00
187.44.158.33,5,19,6,25,90,42,9487,8560,3,2022-06-20 14:00:00
229.46.205.74,0,0,0,0,0,0,0,0,0,2022-06-20 15:00:00
187.44.158.33,13,39,16,55,2324,3899,203951,5760514,3,2022-06-20 15:00:00
46.39.79.251,1,2,0,2,21,15,2653,7238,1,2022-06-20 15:00:00
229.46.205.74,0,0,0,0,0,0,0,0,0,2022-06-20 16:00:00
187.44.158.33,4,20,7,27,92,41,8670,3748,2,2022-06-20 16:00:00
46.39.79.251,3,8,2,10,56,46,8411,21199,2,2022-06-20 16:00:00
229.46.205.74,0,0,0,0,0,0,0,0,0,2022-06-20 17:00:00
187.44.158.33,4,23,6,29,94,37,7941,3450,2,2022-06-20 17:00:00
46.39.79.251,2,15,0,15,148,117,19077,79520,2,2022-06-20 17:00:00
229.46.205.74,0,0,0,0,0,0,0,0,0,2022-06-20 18:00:00
46.39.79.251,2,3,0,3,18,14,2479,6588,2,2022-06-20 18:00:00
187.44.158.33,4,24,6,30,83,38,7214,3540,2,2022-06-20 18:00:00
187.44.158.33,4,23,6,29,88,37,7758,3450,2,2022-06-21 08:00:00
46.39.79.251,2,3,0,3,20,18,2639,8332,2,2022-06-21 08:00:00
229.46.205.74,0,0,0,0,0,0,0,0,0,2022-06-21 08:00:00
229.46.205.74,0,0,0,0,0,0,0,0,0,2022-06-21 09:00:00
187.44.158.33,7,30,10,40,162,107,26428,65102,3,2022-06-21 09:00:00
46.39.79.251,2,3,0,3,18,15,2515,8102,2,2022-06-21 09:00:00
187.44.158.33,3,22,6,28,92,37,8022,3426,1,2022-06-21 10:00:00
46.39.79.251,3,8,2,10,51,39,8073,14098,2,2022-06-21 10:00:00
229.46.205.74,0,0,0,0,0,0,0,0,0,2022-06-21 10:00:00
46.39.79.251,3,6,1,7,36,27,5144,12556,2,2022-06-21 11:00:00
229.46.205.74,0,0,0,0,0,0,0,0,0,2022-06-21 11:00:00
187.44.158.33,4,24,6,30,81,40,6766,3688,2,2022-06-21 11:00:00
229.46.205.74,0,0,0,0,0,0,0,0,0,2022-06-21 12:00:00
46.39.79.251,3,6,1,7,36,27,5144,12556,2,2022-06-21 12:00:00
187.44.158.33,4,25,7,32,91,41,8201,3748,2,2022-06-21 12:00:00
46.39.79.251,2,2,0,2,4,2,730,164,2,2022-06-21 13:00:00
229.46.205.74,0,0,0,0,0,0,0,0,0,2022-06-21 13:00:00
187.44.158.33,4,19,4,23,66,25,5404,2330,2,2022-06-21 13:00:00
46.39.79.251,2,3,0,3,18,14,2479,6588,2,2022-06-21 14:00:00
187.44.158.33,4,22,7,29,88,46,7410,4232,2,2022-06-21 14:00:00
229.46.205.74,0,0,0,0,0,0,0,0,0,2022-06-21 14:00:00
46.39.79.251,4,10,7,17,2068,2893,162899,4334255,3,2022-06-21 15:00:00
187.44.158.33,7,30,10,40,188,124,30805,66802,3,2022-06-21 15:00:00
229.46.205.74,0,0,0,0,0,0,0,0,0,2022-06-21 15:00:00
229.46.205.74,0,0,0,0,0,0,0,0,0,2022-06-21 16:00:00
46.39.79.251,7,38,15,53,291,220,41897,111975,2,2022-06-21 16:00:00
187.44.158.33,4,22,7,29,94,41,8494,3748,2,2022-06-21 16:00:00
46.39.79.251,3,17,2,19,320,438,111034,258650,2,2022-06-21 17:00:00
187.44.158.33,11,52,20,72,725,830,61885,1115050,3,2022-06-21 17:00:00
229.46.205.74,0,0,0,0,0,0,0,0,0,2022-06-21 17:00:00
46.39.79.251,2,2,0,2,4,2,730,164,2,2022-06-21 18:00:00
229.46.205.74,0,0,0,0,0,0,0,0,0,2022-06-21 18:00:00
187.44.158.33,4,23,6,29,76,37,6396,3450,2,2022-06-21 18:00:00
229.46.205.74,0,0,0,0,0,0,0,0,0,2022-06-22 08:00:00
46.39.79.251,2,3,0,3,5,3,820,254,2,2022-06-22 08:00:00
187.44.158.33,4,26,7,33,104,44,9384,4100,2,2022-06-22 08:00:00
187.44.158.33,14,47,23,70,905,999,71939,1350400,3,2022-06-22 09:00:00
229.46.205.74,0,0,0,0,0,0,0,0,0,2022-06-22 09:00:00
46.39.79.251,4,6,1,7,324,208,401846,34786,3,2022-06-22 09:00:00
187.44.158.33,4,24,11,35,118,62,11327,5636,2,2022-06-22 10:00:00
46.39.79.251,3,17,0,17,280,188,201736,80520,3,2022-06-22 10:00:00
229.46.205.74,0,0,0,0,0,0,0,0,0,2022-06-22 10:00:00
46.39.79.251,3,8,2,10,52,39,8071,14707,2,2022-06-22 11:00:00
229.46.205.74,0,0,0,0,0,0,0,0,0,2022-06-22 11:00:00
187.44.158.33,4,25,11,36,120,68,11056,6340,2,2022-06-22 11:00:00
229.46.205.74,0,0,0,0,0,0,0,0,0,2022-06-22 12:00:00
187.44.158.33,4,23,10,33,96,58,8838,5338,2,2022-06-22 12:00:00
46.39.79.251,2,4,0,4,23,17,2833,7418,2,2022-06-22 12:00:00
229.46.205.74,0,0,0,0,0,0,0,0,0,2022-06-22 13:00:00
187.44.158.33,4,23,9,32,90,55,7857,5130,2,2022-06-22 13:00:00
46.39.79.251,2,2,0,2,4,2,730,164,2,2022-06-22 13:00:00
229.46.205.74,0,0,0,0,0,0,0,0,0,2022-06-22 14:00:00
46.39.79.251,3,5,1,6,23,21,5279,10035,2,2022-06-22 14:00:00
187.44.158.33,4,25,10,35,96,62,8372,5780,2,2022-06-22 14:00:00
229.46.205.74,0,0,0,0,0,0,0,0,0,2022-06-22 15:00:00
187.44.158.33,5,28,12,40,132,85,14377,11505,3,2022-06-22 15:00:00
46.39.79.251,2,3,0,3,5,3,820,254,2,2022-06-22 15:00:00
46.39.79.251,2,15,0,15,124,89,16521,61242,2,2022-06-22 16:00:00
187.44.158.33,5,26,12,38,137,115,22845,57603,3,2022-06-22 16:00:00
229.46.205.74,0,0,0,0,0,0,0,0,0,2022-06-22 16:00:00
187.44.158.33,4,21,10,31,100,61,9039,5690,2,2022-06-22 17:00:00
46.39.79.251,4,10,3,13,70,50,10694,23077,2,2022-06-22 17:00:00
229.46.205.74,0,0,0,0,0,0,0,0,0,2022-06-22 17:00:00
187.44.158.33,4,24,11,35,95,68,8511,6340,2,2022-06-22 18:00:00
46.39.79.251,2,3,0,3,5,3,820,254,2,2022-06-22 18:00:00
229.46.205.74,0,0,0,0,0,0,0,0,0,2022-06-22 18:00:00
187.44.158.33,4,21,9,30,94,55,8232,5130,2,2022-06-23 08:00:00
229.46.205.74,0,0,0,0,0,0,0,0,0,2022-06-23 08:00:00
46.39.79.251,2,4,0,4,23,17,2833,7418,2,2022-06-23 08:00:00
187.44.158.33,6,22,10,32,147,111,25222,65476,2,2022-06-23 09:00:00
229.46.205.74,0,0,0,0,0,0,0,0,0,2022-06-23 09:00:00
46.39.79.251,2,14,0,14,124,86,16092,61005,2,2022-06-23 09:00:00
187.44.158.33,4,26,9,35,106,67,9397,6326,2,2022-06-23 10:00:00
229.46.205.74,0,0,0,0,0,0,0,0,0,2022-06-23 10:00:00
46.39.79.251,2,4,0,4,20,15,2604,7298,2,2022-06-23 10:00:00
229.46.205.74,0,0,0,0,0,0,0,0,0,2022-06-23 11:00:00
187.44.158.33,4,27,11,38,116,70,10614,6466,2,2022-06-23 11:00:00
46.39.79.251,4,8,3,11,51,36,8603,13331,2,2022-06-23 11:00:00
187.44.158.33,3,25,10,35,111,63,10201,5870,2,2022-06-23 12:00:00
46.39.79.251,2,2,0,2,4,2,730,164,2,2022-06-23 12:00:00
229.46.205.74,0,0,0,0,0,0,0,0,0,2022-06-23 12:00:00
187.44.158.33,4,23,9,32,103,49,9807,4426,2,2022-06-23 13:00:00
229.46.205.74,0,0,0,0,0,0,0,0,0,2022-06-23 13:00:00
46.39.79.251,2,4,0,4,23,17,2833,7418,2,2022-06-23 13:00:00
229.46.205.74,0,0,0,0,0,0,0,0,0,2022-06-23 14:00:00
46.39.79.251,2,4,0,4,22,15,2755,7298,2,2022-06-23 14:00:00
187.44.158.33,5,25,9,34,127,97,21798,55917,3,2022-06-23 14:00:00
187.44.158.33,5,24,11,35,119,89,12759,11846,3,2022-06-23 15:00:00
229.46.205.74,0,0,0,0,0,0,0,0,0,2022-06-23 15:00:00
46.39.79.251,2,4,0,4,21,15,2689,7298,2,2022-06-23 15:00:00
229.46.205.74,0,0,0,0,0,0,0,0,0,2022-06-23 16:00:00
187.44.158.33,4,20,9,29,87,56,7738,5220,2,2022-06-23 16:00:00
46.39.79.251,2,3,0,3,22,16,2743,7328,2,2022-06-23 16:00:00
46.39.79.251,4,10,3,13,73,54,10984,23328,2,2022-06-23 17:00:00
229.46.205.74,0,0,0,0,0,0,0,0,0,2022-06-23 17:00:00
187.44.158.33,4,23,9,32,89,55,7720,5130,2,2022-06-23 17:00:00
187.44.158.33,5,25,11,36,138,108,22721,56975,3,2022-06-23 18:00:00
229.46.205.74,0,0,0,0,0,0,0,0,0,2022-06-23 18:00:00
46.39.79.251,2,4,0,4,23,17,2833,7418,2,2022-06-23 18:00:00
187.44.158.33,4,24,11,35,104,68,9185,6340,2,2022-06-24 08:00:00
46.39.79.251,3,17,1,18,171,140,23732,77086,2,2022-06-24 08:00:00
229.46.205.74,0,0,0,0,0,0,0,0,0,2022-06-24 08:00:00
187.44.158.33,4,19,8,27,75,50,6811,4630,2,2022-06-24 09:00:00
229.46.205.74,0,0,0,0,0,0,0,0,0,2022-06-24 09:00:00
46.39.79.251,3,10,0,10,1320,754,1752640,94611,3,2022-06-24 09:00:00
229.46.205.74,0,0,0,0,0,0,0,0,0,2022-06-24 10:00:00
46.39.79.251,1,1,0,1,1,1,90,90,1,2022-06-24 10:00:00
187.44.158.33,3,9,4,13,41,25,3696,2330,2,2022-06-24 10:00:00
187.44.158.33,4,19,9,28,82,54,7684,4926,2,2022-06-24 11:00:00
46.39.79.251,3,6,2,8,24,16,3986,5327,2,2022-06-24 11:00:00
229.46.205.74,0,0,0,0,0,0,0,0,0,2022-06-24 11:00:00
46.39.79.251,2,15,0,15,150,113,20021,73246,1,2022-06-24 12:00:00
229.46.205.74,0,0,0,0,0,0,0,0,0,2022-06-24 12:00:00
187.44.158.33,12,41,23,64,679,798,54939,1052115,3,2022-06-24 12:00:00
187.44.158.33,3,22,10,32,85,62,7558,5780,2,2022-06-24 13:00:00
46.39.79.251,2,4,0,4,23,17,2833,7418,2,2022-06-24 13:00:00
229.46.205.74,0,0,0,0,0,0,0,0,0,2022-06-24 13:00:00
46.39.79.251,3,16,1,17,156,120,22282,78069,2,2022-06-24 14:00:00
187.44.158.33,4,16,6,22,110,83,20540,60319,3,2022-06-24 14:00:00
229.46.205.74,0,0,0,0,0,0,0,0,0,2022-06-24 14:00:00
229.46.205.74,0,0,0,0,0,0,0,0,0,2022-06-24 15:00:00
46.39.79.251,1,1,0,1,1,1,90,90,1,2022-06-24 15:00:00
187.44.158.33,2,4,2,6,35,26,5425,6089,2,2022-06-24 15:00:00
229.46.205.74,0,0,0,0,0,0,0,0,0,2022-06-24 16:00:00
187.44.158.33,2,6,3,9,25,18,2220,1680,1,2022-06-24 16:00:00
46.39.79.251,2,2,0,2,19,15,2103,7254,2,2022-06-24 16:00:00
187.44.158.33,2,8,4,12,41,17,4123,1476,1,2022-06-24 17:00:00
229.46.205.74,0,0,0,0,0,0,0,0,0,2022-06-24 17:00:00
46.39.79.251,0,0,0,0,0,0,0,0,0,2022-06-24 17:00:00
229.46.205.74,0,0,0,0,0,0,0,0,0,2022-06-24 18:00:00
46.39.79.251,2,2,0,2,4,2,730,164,2,2022-06-24 18:00:00
187.44.158.33,5,23,11,34,135,109,31919,59838,3,2022-06-24 18:00:00
187.44.158.33,2,6,3,9,31,15,3154,1328,1,2022-06-27 08:00:00
229.46.205.74,0,0,0,0,0,0,0,0,0,2022-06-27 08:00:00
46.39.79.251,2,2,0,2,4,2,730,164,2,2022-06-27 08:00:00
187.44.158.33,0,0,0,0,0,0,0,0,0,2022-06-27 09:00:00
46.39.79.251,1,1,0,1,18,14,2013,7164,1,2022-06-27 09:00:00
229.46.205.74,0,0,0,0,0,0,0,0,0,2022-06-27 09:00:00
229.46.205.74,0,0,0,0,0,0,0,0,0,2022-06-27 10:00:00
187.44.158.33,3,8,4,12,32,26,2884,2520,1,2022-06-27 10:00:00
46.39.79.251,0,0,0,0,0,0,0,0,0,2022-06-27 10:00:00
187.44.158.33,0,0,0,0,0,0,0,0,0,2022-06-27 11:00:00
46.39.79.251,0,0,0,0,0,0,0,0,0,2022-06-27 11:00:00
229.46.205.74,0,0,0,0,0,0,0,0,0,2022-06-27 11:00:00
46.39.79.251,1,1,0,1,18,14,2013,7164,1,2022-06-27 12:00:00
187.44.158.33,0,0,0,0,0,0,0,0,0,2022-06-27 12:00:00
229.46.205.74,0,0,0,0,0,0,0,0,0,2022-06-27 12:00:00
46.39.79.251,0,0,0,0,0,0,0,0,0,2022-06-27 13:00:00
187.44.158.33,0,0,0,0,0,0,0,0,0,2022-06-27 13:00:00
229.46.205.74,0,0,0,0,0,0,0,0,0,2022-06-27 13:00:00
46.39.79.251,1,4,0,4,4,4,360,360,1,2022-06-27 14:00:00
229.46.205.74,0,0,0,0,0,0,0,0,0,2022-06-27 14:00:00
187.44.158.33,5,13,6,19,94,81,18891,54347,3,2022-06-27 14:00:00
46.39.79.251,2,3,0,3,22,16,2743,7328,2,2022-06-27 15:00:00
229.46.205.74,0,0,0,0,0,0,0,0,0,2022-06-27 15:00:00
187.44.158.33,4,11,4,15,39,26,3398,2390,2,2022-06-27 15:00:00
187.44.158.33,4,17,8,25,79,49,7154,4570,2,2022-06-27 16:00:00
46.39.79.251,2,4,0,4,23,17,2833,7418,2,2022-06-27 16:00:00
229.46.205.74,0,0,0,0,0,0,0,0,0,2022-06-27 16:00:00
229.46.205.74,0,0,0,0,0,0,0,0,0,2022-06-27 17:00:00
46.39.79.251,3,7,2,9,53,39,8129,17241,2,2022-06-27 17:00:00
187.44.158.33,4,24,10,34,100,62,8984,5780,2,2022-06-27 17:00:00
187.44.158.33,13,49,25,74,767,851,73301,1106540,3,2022-06-27 18:00:00
46.39.79.251,3,6,1,7,40,29,5408,13296,2,2022-06-27 18:00:00
229.46.205.74,0,0,0,0,0,0,0,0,0,2022-06-27 18:00:00
187.44.158.33,4,24,9,33,102,52,9322,4778,2,2022-06-28 08:00:00
229.46.205.74,0,0,0,0,0,0,0,0,0,2022-06-28 08:00:00
46.39.79.251,3,5,1,6,22,15,3395,6132,2,2022-06-28 08:00:00
187.44.158.33,8,26,10,36,141,83,16603,30888,3,2022-06-28 09:00:00
46.39.79.251,1,2,0,2,18,13,2424,7118,1,2022-06-28 09:00:00
229.46.205.74,0,0,0,0,0,0,0,0,0,2022-06-28 09:00:00
46.39.79.251,2,4,0,4,20,16,2616,7364,2,2022-06-28 10:00:00
187.44.158.33,4,25,11,36,104,75,9303,6974,2,2022-06-28 10:00:00
229.46.205.74,0,0,0,0,0,0,0,0,0,2022-06-28 10:00:00
229.46.205.74,0,0,0,0,0,0,0,0,0,2022-06-28 11:00:00
187.44.158.33,5,23,9,32,127,94,21774,55641,3,2022-06-28 11:00:00
46.39.79.251,3,8,2,10,55,42,8315,17449,2,2022-06-28 11:00:00
187.44.158.33,4,23,10,33,148,97,24256,57229,3,2022-06-28 12:00:00
46.39.79.251,2,16,0,16,144,101,18679,68243,2,2022-06-28 12:00:00
229.46.205.74,0,0,0,0,0,0,0,0,0,2022-06-28 12:00:00
229.46.205.74,0,0,0,0,0,0,0,0,0,2022-06-28 13:00:00
46.39.79.251,2,4,0,4,21,15,2689,7298,2,2022-06-28 13:00:00
187.44.158.33,3,13,7,20,66,34,6264,3082,1,2022-06-28 13:00:00
229.46.205.74,0,0,0,0,0,0,0,0,0,2022-06-28 14:00:00
46.39.79.251,2,15,0,15,147,116,18907,77793,2,2022-06-28 14:00:00
187.44.158.33,4,17,7,24,70,48,6188,4496,2,2022-06-28 14:00:00
187.44.158.33,6,17,7,24,101,66,12658,14503,3,2022-06-28 15:00:00
46.39.79.251,2,3,0,3,22,17,2743,7394,2,2022-06-28 15:00:00
229.46.205.74,0,0,0,0,0,0,0,0,0,2022-06-28 15:00:00
187.44.158.33,2,11,6,17,44,31,3949,2874,1,2022-06-28 16:00:00
229.46.205.74,0,0,0,0,0,0,0,0,0,2022-06-28 16:00:00
46.39.79.251,0,0,0,0,0,0,0,0,0,2022-06-28 16:00:00
187.44.158.33,11,45,25,70,4919,8022,438385,11961009,2,2022-06-28 17:00:00
46.39.79.251,3,8,2,10,62,47,8815,19231,2,2022-06-28 17:00:00
229.46.205.74,0,0,0,0,0,0,0,0,0,2022-06-28 17:00:00
46.39.79.251,2,2,0,2,4,2,730,164,2,2022-06-28 18:00:00
229.46.205.74,0,0,0,0,0,0,0,0,0,2022-06-28 18:00:00
187.44.158.33,5,27,10,37,157,100,24712,56137,3,2022-06-28 18:00:00
46.39.79.251,2,4,0,4,23,17,2833,7418,2,2022-06-29 08:00:00
229.46.205.74,0,0,0,0,0,0,0,0,0,2022-06-29 08:00:00
187.44.158.33,17,61,33,94,121722,252177,10549377,381454379,3,2022-06-29 08:00:00
46.39.79.251,0,0,0,0,0,0,0,0,0,2022-06-29 09:00:00
229.46.205.74,0,0,0,0,0,0,0,0,0,2022-06-29 09:00:00
187.44.158.33,0,0,0,0,0,0,0,0,0,2022-06-29 09:00:00
187.44.158.33,2,4,2,6,19,12,1650,1120,1,2022-06-29 10:00:00
229.46.205.74,0,0,0,0,0,0,0,0,0,2022-06-29 10:00:00
46.39.79.251,1,1,0,1,18,14,2013,7164,1,2022-06-29 10:00:00
46.39.79.251,1,2,1,3,17,12,2575,5878,1,2022-06-29 11:00:00
187.44.158.33,1,2,1,3,8,6,718,560,1,2022-06-29 11:00:00
229.46.205.74,0,0,0,0,0,0,0,0,0,2022-06-29 11:00:00
46.39.79.251,1,1,0,1,18,14,2013,7164,1,2022-06-29 12:00:00
229.46.205.74,0,0,0,0,0,0,0,0,0,2022-06-29 12:00:00
187.44.158.33,0,0,0,0,0,0,0,0,0,2022-06-29 12:00:00
187.44.158.33,0,0,0,0,0,0,0,0,0,2022-06-29 13:00:00
229.46.205.74,0,0,0,0,0,0,0,0,0,2022-06-29 13:00:00
46.39.79.251,1,1,0,1,1,1,90,90,1,2022-06-29 13:00:00
46.39.79.251,2,3,0,3,20,16,2193,7344,2,2022-06-29 14:00:00
187.44.158.33,6,11,192,203,245,35,18712,11558,4,2022-06-29 14:00:00
229.46.205.74,0,0,0,0,0,0,0,0,0,2022-06-29 14:00:00
229.46.205.74,0,0,0,0,0,0,0,0,0,2022-06-29 15:00:00
187.44.158.33,3,3,115,118,123,7,8218,650,3,2022-06-29 15:00:00
46.39.79.251,1,2,0,2,20,13,2575,7118,1,2022-06-29 15:00:00
187.44.158.33,3,3,167,170,174,1,11453,74,2,2022-06-29 16:00:00
229.46.205.74,0,0,0,0,0,0,0,0,0,2022-06-29 16:00:00
46.39.79.251,2,3,0,3,22,17,2755,7394,2,2022-06-29 16:00:00
46.39.79.251,3,7,2,9,54,40,8167,17294,2,2022-06-29 17:00:00
229.46.205.74,0,0,0,0,0,0,0,0,0,2022-06-29 17:00:00
187.44.158.33,4,11,387,398,425,31,28642,2890,3,2022-06-29 17:00:00
229.46.205.74,0,0,0,0,0,0,0,0,0,2022-06-29 18:00:00
46.39.79.251,2,5,0,5,7,5,1000,434,2,2022-06-29 18:00:00
187.44.158.33,5,25,903,928,993,73,66951,6810,3,2022-06-29 18:00:00
187.44.158.33,5,26,887,913,979,68,65964,6340,3,2022-06-30 08:00:00
229.46.205.74,0,0,0,0,0,0,0,0,0,2022-06-30 08:00:00
46.39.79.251,2,3,0,3,5,3,820,254,2,2022-06-30 08:00:00
187.44.158.33,4,12,421,433,480,34,32805,3254,3,2022-06-30 09:00:00
229.46.205.74,0,0,0,0,0,0,0,0,0,2022-06-30 09:00:00
46.39.79.251,2,15,1,16,149,124,19653,71896,1,2022-06-30 09:00:00
46.39.79.251,3,7,1,8,43,40,6447,19559,2,2022-06-30 10:00:00
187.44.158.33,6,25,812,837,934,100,74385,56069,4,2022-06-30 10:00:00
229.46.205.74,0,0,0,0,0,0,0,0,0,2022-06-30 10:00:00
46.39.79.251,3,7,2,9,53,39,8107,17227,2,2022-06-30 11:00:00
187.44.158.33,6,28,893,921,1011,77,70442,11836,4,2022-06-30 11:00:00
229.46.205.74,0,0,0,0,0,0,0,0,0,2022-06-30 11:00:00
187.44.158.33,5,24,847,871,951,71,64614,6548,3,2022-06-30 12:00:00
229.46.205.74,0,0,0,0,0,0,0,0,0,2022-06-30 12:00:00
46.39.79.251,2,3,0,3,5,3,820,254,2,2022-06-30 12:00:00
229.46.205.74,0,0,0,0,0,0,0,0,0,2022-06-30 13:00:00
187.44.158.33,5,26,891,917,983,62,66073,5780,3,2022-06-30 13:00:00
46.39.79.251,2,4,0,4,23,17,2833,7418,2,2022-06-30 13:00:00
46.39.79.251,2,4,0,4,23,17,2833,7418,2,2022-06-30 14:00:00
187.44.158.33,5,18,644,662,700,38,47004,3540,3,2022-06-30 14:00:00
229.46.205.74,0,0,0,0,0,0,0,0,0,2022-06-30 14:00:00
46.39.79.251,2,4,0,4,23,17,2833,7418,2,2022-06-30 15:00:00
229.46.205.74,0,0,0,0,0,0,0,0,0,2022-06-30 15:00:00
187.44.158.33,13,48,907,955,6831,11564,550906,17336190,4,2022-06-30 15:00:00
229.46.205.74,0,0,0,0,0,0,0,0,0,2022-06-30 16:00:00
187.44.158.33,5,22,766,788,842,56,56787,5220,3,2022-06-30 16:00:00
46.39.79.251,2,5,0,5,24,18,2923,7508,2,2022-06-30 16:00:00
187.44.158.33,5,17,590,607,696,91,58769,55213,4,2022-06-30 17:00:00
229.46.205.74,0,0,0,0,0,0,0,0,0,2022-06-30 17:00:00
46.39.79.251,3,6,2,8,37,26,6300,10130,2,2022-06-30 17:00:00
187.44.158.33,13,47,888,935,4953,8571,439179,12797144,4,2022-06-30 18:00:00
229.46.205.74,0,0,0,0,0,0,0,0,0,2022-06-30 18:00:00
46.39.79.251,2,4,0,4,22,17,2767,7418,2,2022-06-30 18:00:00
46.39.79.251,2,2,0,2,4,2,730,164,2,2022-07-01 08:00:00
187.44.158.33,6,26,868,894,974,73,67242,11568,4,2022-07-01 08:00:00
229.46.205.74,0,0,0,0,0,0,0,0,0,2022-07-01 08:00:00
187.44.158.33,6,14,331,345,419,82,40134,54557,4,2022-07-01 09:00:00
229.46.205.74,0,0,0,0,0,0,0,0,0,2022-07-01 09:00:00
46.39.79.251,2,2,0,2,4,2,730,164,2,2022-07-01 09:00:00
46.39.79.251,3,9,0,9,311,208,315152,43298,3,2022-07-01 10:00:00
187.44.158.33,9,51,650,701,1227,600,101107,575391,4,2022-07-01 10:00:00
229.46.205.74,0,0,0,0,0,0,0,0,0,2022-07-01 10:00:00
46.39.79.251,3,8,2,10,54,40,8197,17317,2,2022-07-01 11:00:00
229.46.205.74,0,0,0,0,0,0,0,0,0,2022-07-01 11:00:00
187.44.158.33,16,64,457,521,2856,3045,253443,3994252,3,2022-07-01 11:00:00
229.46.205.74,0,0,0,0,0,0,0,0,0,2022-07-01 12:00:00
187.44.158.33,10,52,695,747,1329,605,113807,550443,4,2022-07-01 12:00:00
46.39.79.251,2,15,0,15,32,28,3273,8424,2,2022-07-01 12:00:00
187.44.158.33,9,58,868,926,1256,326,108660,121422,4,2022-07-01 13:00:00
229.46.205.74,0,0,0,0,0,0,0,0,0,2022-07-01 13:00:00
46.39.79.251,3,6,1,7,23,16,3485,6222,2,2022-07-01 13:00:00
46.39.79.251,3,3,0,3,7,3,1585,238,2,2022-07-01 14:00:00
229.46.205.74,0,0,0,0,0,0,0,0,0,2022-07-01 14:00:00
187.44.158.33,6,34,244,278,540,254,58833,107968,3,2022-07-01 14:00:00
46.39.79.251,2,4,0,4,23,17,2833,7418,2,2022-07-01 15:00:00
229.46.205.74,0,0,0,0,0,0,0,0,0,2022-07-01 15:00:00
187.44.158.33,5,26,771,797,874,74,59657,6900,3,2022-07-01 15:00:00
187.44.158.33,9,53,763,816,1389,624,117857,568203,4,2022-07-01 16:00:00
46.39.79.251,2,4,0,4,23,17,2833,7418,2,2022-07-01 16:00:00
229.46.205.74,0,0,0,0,0,0,0,0,0,2022-07-01 16:00:00
46.39.79.251,3,6,2,8,36,26,6154,10130,2,2022-07-01 17:00:00
229.46.205.74,0,0,0,0,0,0,0,0,0,2022-07-01 17:00:00
187.44.158.33,21,79,540,619,4857,9360,435221,13618348,4,2022-07-01 17:00:00
229.46.205.74,0,0,0,0,0,0,0,0,0,2022-07-01 18:00:00
187.44.158.33,9,60,887,947,1507,628,128095,570372,4,2022-07-01 18:00:00
46.39.79.251,2,2,0,2,4,2,730,164,2,2022-07-01 18:00:00
